,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season
64813,2024-08-11,19,8,1027,1,2024-09-17,2024-09-20,0,3,Summer2024
63310,2024-08-11,15,6,884,1,2024-09-05,2024-09-12,0,7,Summer2024
31580,2024-08-11,22,4,294,1,2024-09-26,2024-10-10,0,14,Summer2024
86521,2024-08-11,21,4,338,1,2024-08-29,2024-09-03,0,5,Summer2024
92058,2024-08-12,23,8,1101,1,2024-09-02,2024-09-04,0,2,Summer2024
4087,2024-08-12,17,8,1218,2,2024-09-06,2024-09-17,0,11,Summer2024
21569,2024-08-12,23,5,611,1,2024-08-13,2024-08-22,0,9,Summer2024
15317,2024-08-12,17,8,1132,1,2024-09-05,2024-09-19,0,14,Summer2024
4544,2024-08-12,20,5,495,1,2024-09-06,2024-09-13,0,7,Summer2024
86156,2024-08-12,13,4,188,2,2024-09-03,2024-09-17,0,14,Summer2024
20516,2024-08-12,22,5,1199,1,2024-08-13,2024-08-21,0,8,Summer2024
27277,2024-08-12,19,5,701,1,2024-08-23,2024-09-04,0,12,Summer2024
37215,2024-08-12,22,4,941,1,2024-09-23,2024-10-02,0,9,Summer2024
46239,2024-08-12,19,8,1180,1,2024-09-06,2024-09-11,0,5,Summer2024
22462,2024-08-12,18,4,316,2,2024-09-16,2024-09-26,0,10,Summer2024
16345,2024-08-12,22,4,446,1,2024-08-29,2024-09-06,0,8,Summer2024
58499,2024-08-12,20,6,790,1,2024-09-05,2024-09-18,0,13,Summer2024
46043,2024-08-12,23,4,229,1,2024-08-13,2024-08-23,0,10,Summer2024
82191,2024-08-12,15,4,35,2,2024-08-22,2024-09-05,0,14,Summer2024
85242,2024-08-12,17,4,473,1,2024-09-12,2024-09-26,0,14,Summer2024
64551,2024-08-12,17,8,751,2,2024-09-05,2024-09-17,0,12,Summer2024
50985,2024-08-13,19,6,1137,2,2024-08-28,2024-09-05,0,8,Summer2024
47764,2024-08-13,18,4,178,1,2024-09-10,2024-09-12,0,2,Summer2024
88492,2024-08-13,25,6,728,1,2024-09-19,2024-09-30,0,11,Summer2024
81704,2024-08-13,16,6,911,1,2024-09-11,2024-09-18,0,7,Summer2024
41854,2024-08-13,18,6,854,1,2024-09-18,2024-09-26,0,8,Summer2024
43669,2024-08-13,18,4,71,2,2024-08-14,2024-08-21,0,7,Summer2024
14248,2024-08-13,19,5,961,2,2024-09-05,2024-09-09,0,4,Summer2024
16501,2024-08-13,19,4,443,1,2024-08-29,2024-09-04,0,6,Summer2024
9136,2024-08-13,16,4,334,1,2024-09-06,2024-09-11,0,5,Summer2024
89183,2024-08-13,17,6,859,2,2024-09-05,2024-09-16,0,11,Summer2024
51769,2024-08-13,17,5,1154,1,2024-09-02,2024-09-06,0,4,Summer2024
48579,2024-08-13,17,8,1060,1,2024-09-11,2024-09-13,0,2,Summer2024
46202,2024-08-13,22,4,209,1,2024-09-17,2024-09-25,0,8,Summer2024
85104,2024-08-13,21,8,1047,1,2024-08-29,2024-09-04,0,6,Summer2024
77037,2024-08-13,17,4,485,1,2024-09-03,2024-09-09,0,6,Summer2024
65121,2024-08-13,16,4,130,1,2024-10-03,2024-10-15,0,12,Summer2024
13568,2024-08-13,13,5,1200,1,2024-08-28,2024-08-29,0,1,Summer2024
68550,2024-08-13,15,7,730,1,2024-09-19,2024-09-26,0,7,Summer2024
93398,2024-08-13,15,4,148,1,2024-08-14,2024-08-19,0,5,Summer2024
97289,2024-08-13,16,6,770,1,2024-09-06,2024-09-18,0,12,Summer2024
65892,2024-08-13,15,6,740,1,2024-09-09,2024-09-11,0,2,Summer2024
30119,2024-08-13,15,4,14,1,2024-09-09,2024-09-19,0,10,Summer2024
69291,2024-08-13,19,5,735,1,2024-09-25,2024-10-04,0,9,Summer2024
43799,2024-08-13,12,5,862,1,2024-09-17,2024-09-26,0,9,Summer2024
11086,2024-08-13,14,8,525,1,2024-08-23,2024-08-29,0,6,Summer2024
11692,2024-08-13,16,8,525,1,2024-08-30,2024-09-05,0,6,Summer2024
80053,2024-08-14,16,4,173,1,2024-08-30,2024-09-04,0,5,Summer2024
2066,2024-08-14,15,4,191,1,2024-09-05,2024-09-16,0,11,Summer2024
63701,2024-08-14,22,6,998,1,2024-08-29,2024-09-04,0,6,Summer2024
8813,2024-08-14,19,5,748,1,2024-09-12,2024-09-13,0,1,Summer2024
12720,2024-08-14,15,4,296,1,2024-09-09,2024-09-17,0,8,Summer2024
24,2024-08-14,20,6,859,1,2024-09-09,2024-09-18,0,9,Summer2024
24858,2024-08-14,11,8,796,2,2024-09-09,2024-09-12,0,3,Summer2024
27129,2024-08-14,19,5,925,2,2024-09-30,2024-10-04,0,4,Summer2024
86317,2024-08-14,21,5,1076,1,2024-09-24,2024-09-26,0,2,Summer2024
96696,2024-08-14,15,6,1034,1,2024-08-19,2024-08-27,0,8,Summer2024
99329,2024-08-14,14,8,814,1,2024-09-05,2024-09-10,0,5,Summer2024
47001,2024-08-14,15,5,961,1,2024-09-17,2024-09-27,0,10,Summer2024
13121,2024-08-14,23,5,801,1,2024-09-19,2024-09-26,0,7,Summer2024
94955,2024-08-14,20,4,159,1,2024-09-06,2024-09-18,0,12,Summer2024
31685,2024-08-14,20,4,364,1,2024-09-20,2024-10-02,0,12,Summer2024
67717,2024-08-14,14,4,96,1,2024-08-30,2024-09-13,0,14,Summer2024
94036,2024-08-14,19,4,14,1,2024-08-15,2024-08-27,0,12,Summer2024
30403,2024-08-14,18,4,387,1,2024-09-26,2024-10-08,0,12,Summer2024
3730,2024-08-14,17,5,1123,1,2024-08-27,2024-09-04,0,8,Summer2024
24137,2024-08-14,18,4,431,2,2024-09-17,2024-09-27,0,10,Summer2024
83093,2024-08-14,18,8,645,2,2024-09-13,2024-09-20,0,7,Summer2024
78841,2024-08-14,20,4,271,1,2024-09-19,2024-10-03,0,14,Summer2024
18731,2024-08-15,18,6,1074,1,2024-09-26,2024-10-02,0,6,Summer2024
16636,2024-08-15,18,4,423,2,2024-09-04,2024-09-16,0,12,Summer2024
19021,2024-08-15,21,4,131,2,2024-09-02,2024-09-06,0,4,Summer2024
74712,2024-08-15,15,5,685,2,2024-08-29,2024-09-09,0,11,Summer2024
63261,2024-08-15,23,8,533,1,2024-09-18,2024-09-26,0,8,Summer2024
6988,2024-08-15,17,6,1170,1,2024-09-04,2024-09-10,0,6,Summer2024
68870,2024-08-15,17,4,40,1,2024-09-17,2024-09-20,0,3,Summer2024
50854,2024-08-15,19,4,437,2,2024-09-20,2024-09-27,0,7,Summer2024
55989,2024-08-15,14,8,827,1,2024-09-19,2024-10-03,0,14,Summer2024
95146,2024-08-15,20,4,114,1,2024-09-06,2024-09-13,0,7,Summer2024
66621,2024-08-15,15,8,498,1,2024-09-20,2024-09-25,0,5,Summer2024
8508,2024-08-15,16,8,599,1,2024-09-24,2024-09-27,0,3,Summer2024
2447,2024-08-15,19,4,392,1,2024-09-06,2024-09-18,0,12,Summer2024
11631,2024-08-15,19,4,10,1,2024-09-20,2024-10-02,0,12,Summer2024
77864,2024-08-15,21,5,815,1,2024-08-16,2024-08-26,0,10,Summer2024
10680,2024-08-15,17,6,551,1,2024-09-27,2024-10-04,0,7,Summer2024
37960,2024-08-15,21,4,367,2,2024-09-23,2024-10-02,0,9,Summer2024
28153,2024-08-15,19,5,594,1,2024-10-01,2024-10-07,0,6,Summer2024
31418,2024-08-15,19,5,631,1,2024-09-17,2024-09-25,0,8,Summer2024
69935,2024-08-15,17,5,1178,1,2024-09-04,2024-09-12,0,8,Summer2024
14389,2024-08-15,19,8,772,2,2024-09-18,2024-09-19,0,1,Summer2024
8573,2024-08-15,14,8,988,1,2024-09-30,2024-10-10,0,10,Summer2024
57296,2024-08-15,20,6,1193,1,2024-09-27,2024-10-09,0,12,Summer2024
27469,2024-08-16,19,5,1124,2,2024-09-23,2024-10-02,0,9,Summer2024
51199,2024-08-16,19,6,918,1,2024-09-27,2024-10-01,0,4,Summer2024
65416,2024-08-16,23,4,188,1,2024-10-01,2024-10-03,0,2,Summer2024
8723,2024-08-16,16,8,1050,1,2024-09-20,2024-09-25,0,5,Summer2024
5123,2024-08-16,10,8,525,1,2024-09-12,2024-09-13,0,1,Summer2024
84507,2024-08-16,22,8,844,2,2024-09-05,2024-09-09,0,4,Summer2024
51920,2024-08-16,14,5,803,1,2024-09-13,2024-09-26,0,13,Summer2024
64047,2024-08-16,19,6,774,1,2024-09-16,2024-09-26,0,10,Summer2024
52868,2024-08-16,17,5,1154,1,2024-09-09,2024-09-11,0,2,Summer2024
38035,2024-08-16,17,5,853,1,2024-09-18,2024-09-24,0,6,Summer2024
35673,2024-08-16,14,4,158,2,2024-09-02,2024-09-11,0,9,Summer2024
32703,2024-08-16,19,8,771,1,2024-09-23,2024-10-01,0,8,Summer2024
35589,2024-08-16,20,5,858,1,2024-09-10,2024-09-13,0,3,Summer2024
20911,2024-08-16,19,4,64,1,2024-09-04,2024-09-10,0,6,Summer2024
95267,2024-08-16,17,5,1210,1,2024-09-12,2024-09-25,0,13,Summer2024
26884,2024-08-16,15,5,1102,1,2024-09-27,2024-10-07,0,10,Summer2024
94877,2024-08-16,21,6,760,1,2024-09-26,2024-10-08,0,12,Summer2024
87626,2024-08-16,18,4,379,1,2024-09-24,2024-09-30,0,6,Summer2024
89064,2024-08-16,18,4,479,1,2024-09-16,2024-09-24,0,8,Summer2024
67952,2024-08-16,13,5,1124,1,2024-09-25,2024-10-04,0,9,Summer2024
14692,2024-08-16,20,4,357,2,2024-09-13,2024-09-20,0,7,Summer2024
42238,2024-08-16,22,6,540,1,2024-09-16,2024-09-27,0,11,Summer2024
59946,2024-08-16,15,8,1029,1,2024-09-13,2024-09-23,0,10,Summer2024
76816,2024-08-17,23,6,1097,1,2024-09-23,2024-09-27,0,4,Summer2024
691,2024-08-17,21,6,875,1,2024-09-23,2024-09-26,0,3,Summer2024
47803,2024-08-17,19,6,904,1,2024-09-24,2024-10-08,0,14,Summer2024
52990,2024-08-17,15,4,193,1,2024-09-18,2024-09-26,0,8,Summer2024
1978,2024-08-17,14,5,1191,1,2024-09-24,2024-10-04,0,10,Summer2024
54699,2024-08-17,21,8,632,1,2024-09-23,2024-10-02,0,9,Summer2024
43037,2024-08-17,18,5,1153,1,2024-09-26,2024-10-09,0,13,Summer2024
72453,2024-08-17,21,8,680,2,2024-09-19,2024-10-01,0,12,Summer2024
45900,2024-08-17,20,4,265,1,2024-10-02,2024-10-08,0,6,Summer2024
64620,2024-08-17,22,4,369,1,2024-09-04,2024-09-06,0,2,Summer2024
89467,2024-08-17,17,4,143,2,2024-08-19,2024-08-30,0,11,Summer2024
99293,2024-08-17,19,4,479,1,2024-09-24,2024-09-30,0,6,Summer2024
75299,2024-08-17,22,5,794,1,2024-09-16,2024-09-20,0,4,Summer2024
11591,2024-08-17,18,4,26,1,2024-09-18,2024-09-26,0,8,Summer2024
75590,2024-08-17,17,5,631,1,2024-09-20,2024-10-03,0,13,Summer2024
16597,2024-08-17,19,5,1009,1,2024-09-26,2024-10-09,0,13,Summer2024
66443,2024-08-17,19,4,249,1,2024-08-19,2024-08-26,0,7,Summer2024
74409,2024-08-18,16,6,1227,2,2024-09-18,2024-09-20,0,2,Summer2024
48965,2024-08-18,18,6,520,1,2024-09-16,2024-09-27,0,11,Summer2024
22202,2024-08-18,15,4,455,1,2024-09-25,2024-09-27,0,2,Summer2024
8848,2024-08-18,17,6,807,1,2024-10-03,2024-10-17,0,14,Summer2024
47365,2024-08-18,17,6,859,1,2024-09-20,2024-10-01,0,11,Summer2024
56353,2024-08-18,18,4,304,1,2024-09-25,2024-10-04,0,9,Summer2024
63398,2024-08-18,22,8,1047,1,2024-09-19,2024-09-30,0,11,Summer2024
53466,2024-08-18,18,8,821,1,2024-08-19,2024-08-20,0,1,Summer2024
63487,2024-08-18,20,8,672,1,2024-10-01,2024-10-11,0,10,Summer2024
9095,2024-08-18,20,4,479,1,2024-09-26,2024-10-10,0,14,Summer2024
73816,2024-08-18,21,5,742,2,2024-10-01,2024-10-09,0,8,Summer2024
46135,2024-08-18,15,6,921,2,2024-09-19,2024-09-23,0,4,Summer2024
64433,2024-08-18,14,6,899,2,2024-09-24,2024-10-04,0,10,Summer2024
64223,2024-08-18,25,4,94,1,2024-10-01,2024-10-09,0,8,Summer2024
76901,2024-08-18,24,6,1223,1,2024-09-10,2024-09-19,0,9,Summer2024
66250,2024-08-18,21,5,1011,1,2024-10-03,2024-10-04,0,1,Summer2024
4472,2024-08-18,17,6,1023,1,2024-09-25,2024-10-04,0,9,Summer2024
11091,2024-08-19,16,4,273,1,2024-09-18,2024-09-24,0,6,Summer2024
73674,2024-08-19,17,6,549,1,2024-09-16,2024-09-26,0,10,Summer2024
6346,2024-08-19,17,4,269,1,2024-08-20,2024-08-21,0,1,Summer2024
35974,2024-08-19,17,4,428,1,2024-09-10,2024-09-16,0,6,Summer2024
54329,2024-08-19,18,4,122,1,2024-09-26,2024-10-10,0,14,Summer2024
90882,2024-08-19,19,5,1041,1,2024-08-20,2024-09-02,0,13,Summer2024
12580,2024-08-19,13,8,940,1,2024-10-01,2024-10-08,0,7,Summer2024
96917,2024-08-19,11,6,910,1,2024-09-10,2024-09-12,0,2,Summer2024
36687,2024-08-19,17,4,122,1,2024-09-20,2024-10-04,0,14,Summer2024
99154,2024-08-19,20,6,579,1,2024-10-09,2024-10-10,0,1,Summer2024
61730,2024-08-19,22,6,557,1,2024-09-10,2024-09-13,0,3,Summer2024
88162,2024-08-19,21,8,827,1,2024-09-26,2024-10-01,0,5,Summer2024
20029,2024-08-19,19,6,871,1,2024-09-23,2024-10-03,0,10,Summer2024
39436,2024-08-19,18,4,11,1,2024-09-19,2024-09-24,0,5,Summer2024
90300,2024-08-19,21,4,502,1,2024-09-13,2024-09-20,0,7,Summer2024
892,2024-08-19,20,6,959,1,2024-10-03,2024-10-17,0,14,Summer2024
7650,2024-08-19,18,4,206,1,2024-08-20,2024-09-02,0,13,Summer2024
46207,2024-08-19,17,8,844,1,2024-09-13,2024-09-17,0,4,Summer2024
84099,2024-08-19,20,5,1176,1,2024-10-01,2024-10-08,0,7,Summer2024
24239,2024-08-20,20,4,418,1,2024-09-05,2024-09-18,0,13,Summer2024
64406,2024-08-20,22,4,335,2,2024-10-11,2024-10-16,0,5,Summer2024
88487,2024-08-20,21,4,175,1,2024-09-05,2024-09-16,0,11,Summer2024
95177,2024-08-20,10,4,464,1,2024-10-10,2024-10-17,0,7,Summer2024
33137,2024-08-20,16,4,474,1,2024-08-30,2024-09-12,0,13,Summer2024
45218,2024-08-20,19,8,796,1,2024-09-20,2024-09-23,0,3,Summer2024
29833,2024-08-20,23,6,633,1,2024-08-21,2024-08-28,0,7,Summer2024
67026,2024-08-20,22,4,360,1,2024-10-07,2024-10-18,0,11,Summer2024
36806,2024-08-20,23,4,188,2,2024-09-23,2024-10-03,0,10,Summer2024
89661,2024-08-20,18,6,1001,1,2024-09-19,2024-10-02,0,13,Summer2024
66978,2024-08-20,15,4,462,1,2024-09-30,2024-10-11,0,11,Summer2024
39138,2024-08-20,18,4,333,1,2024-09-30,2024-10-08,0,8,Summer2024
10731,2024-08-20,17,4,106,1,2024-09-05,2024-09-06,0,1,Summer2024
76955,2024-08-20,23,4,2,1,2024-09-25,2024-10-02,0,7,Summer2024
14899,2024-08-20,22,5,1024,1,2024-09-27,2024-10-04,0,7,Summer2024
77556,2024-08-20,16,4,298,1,2024-09-18,2024-09-23,0,5,Summer2024
81081,2024-08-20,20,5,1215,1,2024-09-25,2024-09-30,0,5,Summer2024
81476,2024-08-20,14,6,531,2,2024-10-03,2024-10-08,0,5,Summer2024
19225,2024-08-20,18,4,149,1,2024-09-02,2024-09-09,0,7,Summer2024
7516,2024-08-20,19,8,965,1,2024-09-23,2024-10-03,0,10,Summer2024
16153,2024-08-20,17,8,756,2,2024-09-18,2024-09-24,0,6,Summer2024
91540,2024-08-21,14,8,888,1,2024-09-20,2024-09-30,0,10,Summer2024
29376,2024-08-21,19,5,745,2,2024-09-10,2024-09-19,0,9,Summer2024
38063,2024-08-21,21,5,1013,2,2024-09-27,2024-10-09,0,12,Summer2024
56826,2024-08-21,18,8,680,2,2024-09-10,2024-09-19,0,9,Summer2024
98385,2024-08-21,15,6,880,1,2024-10-02,2024-10-15,0,13,Summer2024
59411,2024-08-21,22,4,468,2,2024-09-23,2024-09-30,0,7,Summer2024
80827,2024-08-21,21,6,724,1,2024-09-27,2024-10-10,0,13,Summer2024
89604,2024-08-21,21,8,512,1,2024-09-10,2024-09-12,0,2,Summer2024
22509,2024-08-21,19,5,1176,1,2024-09-20,2024-10-03,0,13,Summer2024
96080,2024-08-21,13,6,861,1,2024-09-04,2024-09-13,0,9,Summer2024
39759,2024-08-21,20,6,1161,1,2024-09-17,2024-09-19,0,2,Summer2024
2183,2024-08-21,17,5,733,2,2024-09-19,2024-09-23,0,4,Summer2024
19557,2024-08-21,21,6,528,1,2024-09-13,2024-09-17,0,4,Summer2024
68414,2024-08-21,15,6,600,1,2024-08-30,2024-09-06,0,7,Summer2024
3013,2024-08-21,19,6,1207,1,2024-09-25,2024-10-04,0,9,Summer2024
22134,2024-08-21,15,4,437,1,2024-08-29,2024-09-11,0,13,Summer2024
39532,2024-08-21,19,8,873,1,2024-09-23,2024-10-01,0,8,Summer2024
84946,2024-08-21,17,4,287,1,2024-09-23,2024-10-02,0,9,Summer2024
37437,2024-08-21,18,8,894,2,2024-09-20,2024-10-02,0,12,Summer2024
42340,2024-08-21,21,4,423,1,2024-09-27,2024-10-11,0,14,Summer2024
87969,2024-08-21,16,4,3,1,2024-10-01,2024-10-10,0,9,Summer2024
38823,2024-08-21,25,4,180,1,2024-09-11,2024-09-25,0,14,Summer2024
61320,2024-08-22,16,6,707,1,2024-09-23,2024-09-26,0,3,Summer2024
80752,2024-08-22,16,6,1197,1,2024-09-25,2024-10-07,0,12,Summer2024
85746,2024-08-22,16,5,741,1,2024-09-12,2024-09-13,0,1,Summer2024
95617,2024-08-22,19,6,1126,1,2024-09-30,2024-10-11,0,11,Summer2024
12747,2024-08-22,17,4,272,1,2024-08-30,2024-09-04,0,5,Summer2024
60904,2024-08-22,18,6,654,1,2024-09-19,2024-09-20,0,1,Summer2024
99584,2024-08-22,21,4,274,1,2024-09-12,2024-09-17,0,5,Summer2024
92989,2024-08-22,18,4,8,1,2024-10-01,2024-10-14,0,13,Summer2024
6507,2024-08-22,20,4,6,1,2024-09-23,2024-09-26,0,3,Summer2024
24971,2024-08-22,24,4,250,2,2024-09-19,2024-09-24,0,5,Summer2024
51118,2024-08-22,25,5,646,1,2024-09-26,2024-10-09,0,13,Summer2024
51408,2024-08-22,18,4,324,2,2024-09-10,2024-09-17,0,7,Summer2024
46157,2024-08-22,18,4,230,1,2024-09-27,2024-10-01,0,4,Summer2024
96613,2024-08-22,18,4,230,2,2024-09-23,2024-10-07,0,14,Summer2024
16207,2024-08-22,17,4,165,2,2024-09-25,2024-09-26,0,1,Summer2024
52228,2024-08-22,11,8,555,1,2024-09-26,2024-10-01,0,5,Summer2024
44176,2024-08-23,18,4,134,1,2024-10-08,2024-10-21,0,13,Summer2024
97888,2024-08-23,18,5,576,2,2024-09-24,2024-10-03,0,9,Summer2024
53890,2024-08-23,14,6,727,1,2024-10-03,2024-10-11,0,8,Summer2024
76550,2024-08-23,22,6,855,1,2024-09-11,2024-09-18,0,7,Summer2024
10236,2024-08-23,17,6,964,2,2024-09-30,2024-10-02,0,2,Summer2024
23878,2024-08-23,18,6,707,1,2024-09-25,2024-10-04,0,9,Summer2024
81365,2024-08-23,14,8,828,1,2024-09-24,2024-10-01,0,7,Summer2024
31678,2024-08-23,13,4,739,1,2024-09-18,2024-09-24,0,6,Summer2024
9976,2024-08-23,23,4,233,2,2024-09-24,2024-10-03,0,9,Summer2024
5004,2024-08-23,15,4,341,1,2024-09-10,2024-09-19,0,9,Summer2024
65306,2024-08-23,19,5,1088,1,2024-08-30,2024-09-10,0,11,Summer2024
40703,2024-08-23,16,4,342,1,2024-09-23,2024-10-01,0,8,Summer2024
19016,2024-08-23,16,6,544,1,2024-10-03,2024-10-10,0,7,Summer2024
39437,2024-08-24,14,6,911,1,2024-09-26,2024-10-02,0,6,Summer2024
84240,2024-08-24,17,5,1083,1,2024-09-11,2024-09-25,0,14,Summer2024
15035,2024-08-24,17,8,1167,1,2024-09-20,2024-10-02,0,12,Summer2024
84188,2024-08-24,19,8,783,1,2024-10-01,2024-10-15,0,14,Summer2024
62163,2024-08-24,14,8,965,2,2024-10-01,2024-10-15,0,14,Summer2024
883,2024-08-24,20,5,1183,1,2024-09-19,2024-09-26,0,7,Summer2024
31431,2024-08-24,16,4,401,1,2024-09-10,2024-09-12,0,2,Summer2024
56908,2024-08-24,19,8,901,1,2024-09-25,2024-09-30,0,5,Summer2024
13336,2024-08-24,16,5,1042,1,2024-09-23,2024-09-24,0,1,Summer2024
38018,2024-08-24,18,6,1160,1,2024-09-24,2024-10-02,0,8,Summer2024
78992,2024-08-24,19,6,970,1,2024-09-20,2024-09-27,0,7,Summer2024
80745,2024-08-24,18,4,42,2,2024-09-27,2024-10-04,0,7,Summer2024
32668,2024-08-24,20,8,978,1,2024-09-27,2024-10-10,0,13,Summer2024
61123,2024-08-24,18,6,1217,1,2024-09-11,2024-09-17,0,6,Summer2024
60914,2024-08-24,12,8,1145,2,2024-10-03,2024-10-15,0,12,Summer2024
31478,2024-08-24,15,5,996,1,2024-10-07,2024-10-09,0,2,Summer2024
13729,2024-08-24,23,6,1159,1,2024-09-25,2024-09-27,0,2,Summer2024
43541,2024-08-24,16,4,227,1,2024-09-25,2024-10-07,0,12,Summer2024
28887,2024-08-24,23,8,939,1,2024-10-01,2024-10-10,0,9,Summer2024
25475,2024-08-24,18,6,930,1,2024-09-10,2024-09-23,0,13,Summer2024
22480,2024-08-24,17,4,161,1,2024-09-13,2024-09-17,0,4,Summer2024
16567,2024-08-24,13,4,260,2,2024-08-29,2024-09-09,0,11,Summer2024
15983,2024-08-25,19,4,349,1,2024-09-20,2024-09-23,0,3,Summer2024
35149,2024-08-25,18,6,816,1,2024-09-13,2024-09-27,0,14,Summer2024
6759,2024-08-25,16,4,406,1,2024-09-19,2024-09-30,0,11,Summer2024
6116,2024-08-25,19,8,978,1,2024-09-23,2024-09-27,0,4,Summer2024
6041,2024-08-25,17,5,594,1,2024-09-20,2024-09-24,0,4,Summer2024
20921,2024-08-25,19,4,318,1,2024-10-01,2024-10-02,0,1,Summer2024
31211,2024-08-25,16,5,1149,2,2024-09-12,2024-09-24,0,12,Summer2024
50695,2024-08-25,15,5,972,1,2024-09-25,2024-10-02,0,7,Summer2024
28620,2024-08-25,18,5,1098,2,2024-10-01,2024-10-07,0,6,Summer2024
22177,2024-08-25,19,5,591,1,2024-09-26,2024-10-02,0,6,Summer2024
84589,2024-08-25,19,4,150,1,2024-09-11,2024-09-12,0,1,Summer2024
64523,2024-08-25,20,8,763,1,2024-09-23,2024-09-24,0,1,Summer2024
75422,2024-08-25,14,6,638,1,2024-09-23,2024-10-07,0,14,Summer2024
66392,2024-08-25,25,4,178,1,2024-09-09,2024-09-11,0,2,Summer2024
71762,2024-08-25,23,6,535,1,2024-10-15,2024-10-23,0,8,Summer2024
38699,2024-08-25,19,4,168,1,2024-09-11,2024-09-16,0,5,Summer2024
15173,2024-08-25,20,8,777,1,2024-09-26,2024-10-07,0,11,Summer2024
74903,2024-08-25,19,5,858,2,2024-09-11,2024-09-17,0,6,Summer2024
53171,2024-08-25,16,6,834,1,2024-09-11,2024-09-12,0,1,Summer2024
75100,2024-08-25,19,6,1084,1,2024-09-25,2024-10-08,0,13,Summer2024
85889,2024-08-25,21,6,1190,1,2024-09-10,2024-09-17,0,7,Summer2024
38728,2024-08-25,17,8,609,1,2024-09-20,2024-09-24,0,4,Summer2024
59668,2024-08-26,18,4,447,1,2024-10-01,2024-10-11,0,10,Summer2024
29111,2024-08-26,14,4,69,1,2024-09-30,2024-10-01,0,1,Summer2024
61077,2024-08-26,19,4,17,1,2024-09-26,2024-10-10,0,14,Summer2024
71588,2024-08-26,22,8,1118,1,2024-09-18,2024-09-27,0,9,Summer2024
50101,2024-08-26,17,4,311,1,2024-10-03,2024-10-16,0,13,Summer2024
4699,2024-08-26,15,4,437,1,2024-09-30,2024-10-10,0,10,Summer2024
98471,2024-08-26,14,5,1215,2,2024-10-09,2024-10-17,0,8,Summer2024
17054,2024-08-26,20,6,1070,2,2024-10-09,2024-10-17,0,8,Summer2024
62184,2024-08-26,21,8,533,1,2024-10-14,2024-10-21,0,7,Summer2024
35859,2024-08-26,20,4,293,2,2024-09-30,2024-10-02,0,2,Summer2024
84516,2024-08-26,16,4,16,1,2024-09-19,2024-09-24,0,5,Summer2024
39554,2024-08-26,17,4,57,1,2024-09-10,2024-09-13,0,3,Summer2024
86786,2024-08-26,19,6,706,1,2024-09-20,2024-10-04,0,14,Summer2024
94726,2024-08-27,15,4,297,2,2024-10-03,2024-10-07,0,4,Summer2024
5686,2024-08-27,17,8,532,2,2024-09-18,2024-09-20,0,2,Summer2024
5260,2024-08-27,13,4,105,1,2024-10-02,2024-10-09,0,7,Summer2024
22779,2024-08-27,19,6,1086,1,2024-09-26,2024-10-04,0,8,Summer2024
78980,2024-08-27,23,6,995,1,2024-09-27,2024-10-11,0,14,Summer2024
72631,2024-08-27,17,8,1046,1,2024-10-01,2024-10-10,0,9,Summer2024
98801,2024-08-27,17,4,252,1,2024-09-20,2024-09-23,0,3,Summer2024
40901,2024-08-27,21,6,1196,1,2024-09-30,2024-10-11,0,11,Summer2024
78488,2024-08-27,19,5,529,1,2024-09-19,2024-10-03,0,14,Summer2024
49850,2024-08-27,20,5,656,2,2024-09-23,2024-10-01,0,8,Summer2024
57561,2024-08-27,14,4,337,1,2024-09-12,2024-09-13,0,1,Summer2024
85017,2024-08-27,15,4,356,1,2024-09-17,2024-09-24,0,7,Summer2024
96051,2024-08-27,15,4,171,1,2024-09-27,2024-09-30,0,3,Summer2024
3976,2024-08-27,19,5,989,1,2024-10-03,2024-10-09,0,6,Summer2024
23662,2024-08-27,22,4,332,1,2024-09-13,2024-09-18,0,5,Summer2024
33552,2024-08-27,19,4,246,1,2024-10-01,2024-10-11,0,10,Summer2024
29124,2024-08-27,20,5,564,1,2024-09-20,2024-09-30,0,10,Summer2024
10663,2024-08-27,15,8,527,1,2024-09-19,2024-09-23,0,4,Summer2024
51784,2024-08-27,14,5,1139,1,2024-09-12,2024-09-23,0,11,Summer2024
84764,2024-08-27,16,4,16,1,2024-10-02,2024-10-16,0,14,Summer2024
48466,2024-08-27,22,5,750,1,2024-09-26,2024-10-02,0,6,Summer2024
60676,2024-08-28,23,6,1187,1,2024-09-24,2024-09-26,0,2,Summer2024
10591,2024-08-28,21,4,273,1,2024-10-02,2024-10-14,0,12,Summer2024
73261,2024-08-28,14,6,573,1,2024-10-16,2024-10-21,0,5,Summer2024
30728,2024-08-28,17,8,645,1,2024-09-27,2024-10-03,0,6,Summer2024
18675,2024-08-28,17,4,280,1,2024-09-24,2024-09-26,0,2,Summer2024
82136,2024-08-28,20,4,739,1,2024-09-12,2024-09-19,0,7,Summer2024
11020,2024-08-28,20,8,1212,1,2024-09-26,2024-09-27,0,1,Summer2024
79713,2024-08-28,16,6,1096,1,2024-10-09,2024-10-14,0,5,Summer2024
5603,2024-08-28,22,8,515,1,2024-10-08,2024-10-16,0,8,Summer2024
29803,2024-08-28,15,8,950,1,2024-09-18,2024-09-20,0,2,Summer2024
19402,2024-08-28,17,8,752,1,2024-10-01,2024-10-02,0,1,Summer2024
