,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season,CustomerCountry,CustomerName
8282,2024-02-16,19,6,880,1,2024-03-19,2024-03-21,0,2,Winter2023,Portugal,Kovacek Group
43741,2024-02-16,17,4,146,1,2024-03-18,2024-03-20,0,2,Winter2023,Germany,Ferry and Sons
89979,2024-02-16,18,4,380,2,2024-03-15,2024-03-28,0,13,Winter2023,Germany,Grant-Willms
67126,2024-02-16,18,6,910,1,2024-03-26,2024-04-05,0,10,Winter2023,Slovenia,Sawayn and Sons
13725,2024-02-16,17,4,212,1,2024-03-20,2024-03-29,0,9,Winter2023,Germany,Gibson and Sons
51003,2024-02-16,16,6,910,2,2024-03-21,2024-04-04,0,14,Winter2023,Slovenia,Sawayn and Sons
855,2024-02-16,16,6,666,1,2024-03-11,2024-03-14,0,3,Winter2023,France,Goldner-Hoeger
8572,2024-02-16,12,4,122,1,2024-03-20,2024-04-03,0,14,Winter2023,Germany,"Kihn, Larkin and Fadel"
50009,2024-02-16,17,8,737,2,2024-04-10,2024-04-17,0,7,Winter2023,Lithuania,"Gutmann, Schulist and Ebert"
59486,2024-02-16,16,6,528,2,2024-03-12,2024-03-13,0,1,Winter2023,France,Medhurst LLC
34312,2024-02-16,19,4,454,1,2024-03-18,2024-03-26,0,8,Winter2023,Germany,McCullough-Purdy
54648,2024-02-17,20,6,758,1,2024-03-19,2024-03-26,0,7,Winter2023,Italy,Anderson Group
71893,2024-02-17,14,8,622,1,2024-03-08,2024-03-12,0,4,Winter2023,Sweden,"Ullrich, MacGyver and Heidenreich"
3890,2024-02-17,20,5,1078,1,2024-03-06,2024-03-14,0,8,Winter2023,Czech Republic,"Grant, Rosenbaum and Schuster"
98895,2024-02-17,20,4,171,1,2024-03-28,2024-03-29,0,1,Winter2023,Germany,Howell-Kautzer
4667,2024-02-17,16,4,311,1,2024-03-18,2024-03-29,0,11,Winter2023,Germany,"Ernser, Purdy and Donnelly"
48275,2024-02-17,18,5,581,1,2024-03-29,2024-04-02,0,4,Winter2023,Poland,Rau-Reilly
14663,2024-02-17,17,6,944,1,2024-02-22,2024-03-06,0,13,Winter2023,Switzerland,"Littel, Grant and Champlin"
14837,2024-02-17,20,4,316,1,2024-03-15,2024-03-18,0,3,Winter2023,Germany,Stroman LLC
15060,2024-02-17,17,4,246,1,2024-03-29,2024-04-03,0,5,Winter2023,Germany,Schmitt LLC
94580,2024-02-17,18,8,609,1,2024-03-11,2024-03-15,0,4,Winter2023,Sweden,Lowe Inc
41486,2024-02-17,19,4,295,1,2024-03-14,2024-03-25,0,11,Winter2023,Germany,Quitzon LLC
16511,2024-02-17,14,4,350,1,2024-03-15,2024-03-29,0,14,Winter2023,Germany,Hudson-Robel
22653,2024-02-17,20,5,1059,1,2024-03-26,2024-04-05,0,10,Winter2023,Poland,Volkman-Abbott
65027,2024-02-17,16,4,168,1,2024-03-28,2024-04-02,0,5,Winter2023,Germany,Kozey Group
83755,2024-02-17,20,4,725,1,2024-03-20,2024-03-25,0,5,Winter2023,Netherlands,Murphy-Bruen
86180,2024-02-17,15,5,892,2,2024-03-22,2024-04-04,0,13,Winter2023,Czech Republic,"Murray, Windler and Bahringer"
95957,2024-02-17,17,4,153,2,2024-03-05,2024-03-15,0,10,Winter2023,Germany,Hodkiewicz LLC
76260,2024-02-17,20,4,123,1,2024-03-01,2024-03-15,0,14,Winter2023,Germany,Wuckert-Cormier
69833,2024-02-17,22,4,338,1,2024-03-20,2024-03-26,0,6,Winter2023,Belgium,"Hahn, Hamill and Jaskolski"
85538,2024-02-17,18,4,475,1,2024-03-19,2024-03-27,0,8,Winter2023,Germany,Nolan-Rippin
64660,2024-02-17,19,6,722,1,2024-03-07,2024-03-14,0,7,Winter2023,France,Buckridge-Auer
35407,2024-02-17,17,4,375,1,2024-03-13,2024-03-22,0,9,Winter2023,Germany,Kreiger Group
18347,2024-02-17,20,4,94,1,2024-03-20,2024-03-29,0,9,Winter2023,Germany,Wilkinson Inc
73834,2024-02-17,21,4,208,1,2024-03-22,2024-04-05,0,14,Winter2023,Germany,Spinka Group
78336,2024-02-17,14,5,1033,1,2024-03-07,2024-03-13,0,6,Winter2023,Poland,Graham-Upton
48758,2024-02-17,22,5,856,1,2024-03-25,2024-03-29,0,4,Winter2023,Poland,Johns-Douglas
15992,2024-02-17,18,5,1015,1,2024-03-07,2024-03-20,0,13,Winter2023,Poland,"O'Reilly, Tillman and Bayer"
65562,2024-02-18,15,6,959,2,2024-02-27,2024-03-01,0,3,Winter2023,Portugal,Zemlak and Sons
16208,2024-02-18,13,4,44,2,2024-03-18,2024-03-19,0,1,Winter2023,Germany,O'Reilly-Rempel
67243,2024-02-18,16,4,46,1,2024-03-19,2024-03-21,0,2,Winter2023,Germany,Boyle-O'Reilly
16339,2024-02-18,22,8,761,1,2024-03-14,2024-03-28,0,14,Winter2023,Sweden,Schmeler Inc
5231,2024-02-18,19,4,71,1,2024-03-08,2024-03-14,0,6,Winter2023,Germany,Smitham-Ernser
79943,2024-02-18,15,4,232,1,2024-03-19,2024-03-26,0,7,Winter2023,Germany,Buckridge Group
12625,2024-02-18,16,6,914,1,2024-03-05,2024-03-15,0,10,Winter2023,France,Kuvalis Inc
73580,2024-02-18,22,4,48,2,2024-03-07,2024-03-14,0,7,Winter2023,Germany,"Larson, Reichert and Pfannerstill"
31329,2024-02-18,21,4,192,1,2024-04-01,2024-04-15,0,14,Winter2023,Belgium,Wisoky-Fahey
68480,2024-02-18,18,5,572,1,2024-04-01,2024-04-11,0,10,Winter2023,Greece,Hayes-Gottlieb
7078,2024-02-18,20,4,105,1,2024-03-21,2024-04-04,0,14,Winter2023,Germany,Heathcote Inc
24221,2024-02-18,18,4,414,1,2024-02-22,2024-02-26,0,4,Winter2023,Germany,"Ortiz, O'Conner and Pfannerstill"
95716,2024-02-18,19,4,27,1,2024-03-29,2024-04-10,0,12,Winter2023,Germany,Little-Ankunding
69317,2024-02-18,17,4,51,1,2024-03-19,2024-03-27,0,8,Winter2023,Germany,Padberg Inc
68408,2024-02-18,16,4,433,2,2024-03-14,2024-03-19,0,5,Winter2023,Germany,Wunsch-Sipes
10313,2024-02-18,20,4,408,1,2024-03-25,2024-04-03,0,9,Winter2023,Germany,"Waters, Kihn and Keeling"
46145,2024-02-18,20,8,510,1,2024-03-07,2024-03-21,0,14,Winter2023,Sweden,Lynch-Kiehn
66762,2024-02-18,22,5,741,1,2024-03-27,2024-04-01,0,5,Winter2023,Czech Republic,Conn Inc
18937,2024-02-19,17,6,861,1,2024-03-22,2024-03-25,0,3,Winter2023,Portugal,"Reynolds, Larson and Kozey"
93629,2024-02-19,21,8,971,1,2024-04-01,2024-04-10,0,9,Winter2023,Finland,McKenzie-McCullough
58105,2024-02-19,20,4,117,1,2024-03-15,2024-03-29,0,14,Winter2023,Germany,Lubowitz Group
86547,2024-02-19,18,4,75,1,2024-03-21,2024-04-04,0,14,Winter2023,Germany,Rath and Sons
27470,2024-02-19,22,4,292,1,2024-03-12,2024-03-25,0,13,Winter2023,Germany,Klocko Inc
13991,2024-02-19,16,5,1216,1,2024-03-20,2024-03-27,0,7,Winter2023,Czech Republic,Rice LLC
77205,2024-02-19,23,6,1055,1,2024-03-08,2024-03-21,0,13,Winter2023,France,Reinger Inc
45474,2024-02-19,17,4,474,1,2024-03-11,2024-03-18,0,7,Winter2023,Germany,Kub-Hahn
81080,2024-02-19,19,5,658,1,2024-03-28,2024-04-10,0,13,Winter2023,Czech Republic,Bechtelar-Volkman
42474,2024-02-19,19,6,580,1,2024-03-20,2024-04-03,0,14,Winter2023,Croatia,Barrows Group
48906,2024-02-19,22,4,410,1,2024-03-13,2024-03-15,0,2,Winter2023,Germany,Klocko and Sons
95516,2024-02-19,22,4,291,1,2024-03-15,2024-03-21,0,6,Winter2023,Germany,Koss Group
25647,2024-02-19,16,8,1211,1,2024-03-06,2024-03-15,0,9,Winter2023,Sweden,Marks and Sons
15308,2024-02-19,16,5,903,1,2024-03-14,2024-03-15,0,1,Winter2023,Greece,Rau-Hessel
88397,2024-02-19,21,4,149,1,2024-03-18,2024-03-27,0,9,Winter2023,Germany,McLaughlin-Stiedemann
69203,2024-02-19,19,4,473,1,2024-03-08,2024-03-18,0,10,Winter2023,Belgium,Connelly LLC
42021,2024-02-20,22,4,47,2,2024-04-01,2024-04-12,0,11,Winter2023,Germany,Connelly-Glover
58998,2024-02-20,17,8,881,1,2024-03-26,2024-04-01,0,6,Winter2023,Sweden,"Carroll, Durgan and Leuschke"
38296,2024-02-20,19,4,345,1,2024-03-19,2024-03-28,0,9,Winter2023,Germany,Borer Inc
94483,2024-02-20,20,4,176,2,2024-03-18,2024-03-20,0,2,Winter2023,Germany,"Kuvalis, Hauck and Ortiz"
45947,2024-02-20,21,6,909,1,2024-03-15,2024-03-28,0,13,Winter2023,Portugal,"Koepp, Pollich and Koss"
4708,2024-02-20,20,6,1142,2,2024-03-14,2024-03-15,0,1,Winter2023,France,Brown LLC
35452,2024-02-20,20,4,273,1,2024-03-29,2024-04-09,0,11,Winter2023,Germany,"Bednar, Rau and Frami"
28953,2024-02-20,14,8,684,1,2024-03-18,2024-03-20,0,2,Winter2023,Sweden,Block and Sons
72866,2024-02-20,18,8,1202,1,2024-03-27,2024-04-08,0,12,Winter2023,Denmark,Pfeffer Inc
73476,2024-02-20,18,4,240,1,2024-03-21,2024-03-25,0,4,Winter2023,Germany,Feeney-Miller
91604,2024-02-20,25,4,21,1,2024-03-01,2024-03-12,0,11,Winter2023,Germany,Kris-Deckow
23690,2024-02-20,18,6,728,1,2024-03-20,2024-04-01,0,12,Winter2023,Croatia,Cummings-Kertzmann
12677,2024-02-21,17,4,92,1,2024-03-27,2024-04-03,0,7,Winter2023,Germany,Mueller Inc
67265,2024-02-21,18,4,381,1,2024-04-01,2024-04-10,0,9,Winter2023,Germany,"Bins, Reichel and Stracke"
33174,2024-02-21,16,6,867,1,2024-03-18,2024-03-19,0,1,Winter2023,France,Predovic Group
10395,2024-02-21,21,6,987,1,2024-03-25,2024-04-03,0,9,Winter2023,Slovenia,Zieme and Sons
72490,2024-02-21,18,5,858,1,2024-03-25,2024-03-27,0,2,Winter2023,Poland,Lueilwitz-Langworth
75688,2024-02-21,16,4,149,1,2024-03-14,2024-03-19,0,5,Winter2023,Germany,McLaughlin-Stiedemann
48961,2024-02-21,20,4,353,2,2024-03-27,2024-03-28,0,1,Winter2023,Germany,Kerluke Inc
9232,2024-02-21,19,8,842,2,2024-03-21,2024-04-01,0,11,Winter2023,Sweden,Rowe Inc
33363,2024-02-21,18,5,757,2,2024-03-25,2024-04-02,0,8,Winter2023,Hungary,Balistreri-Sipes
90714,2024-02-21,17,4,442,1,2024-04-01,2024-04-15,0,14,Winter2023,Germany,"Jerde, Marquardt and Hamill"
68319,2024-02-21,15,8,863,1,2024-03-29,2024-04-09,0,11,Winter2023,Estonia,"Hilll, Glover and Konopelski"
46777,2024-02-21,20,4,192,2,2024-02-28,2024-03-01,0,2,Winter2023,Belgium,Wisoky-Fahey
9869,2024-02-21,21,4,289,2,2024-03-14,2024-03-20,0,6,Winter2023,Germany,Williamson LLC
82885,2024-02-21,18,4,399,1,2024-04-02,2024-04-15,0,13,Winter2023,Germany,"Rodriguez, Wolff and Lubowitz"
2464,2024-02-21,22,4,463,1,2024-03-15,2024-03-19,0,4,Winter2023,Belgium,Brekke-Smith
80705,2024-02-21,18,4,421,1,2024-03-25,2024-03-29,0,4,Winter2023,Germany,Monahan-Dickinson
84173,2024-02-21,21,5,1208,1,2024-04-02,2024-04-08,0,6,Winter2023,Greece,Tillman LLC
34615,2024-02-21,17,4,355,1,2024-03-15,2024-03-22,0,7,Winter2023,Germany,Stanton-Wisozk
91538,2024-02-21,15,5,862,1,2024-03-18,2024-03-29,0,11,Winter2023,Hungary,Kautzer-McGlynn
50872,2024-02-21,20,5,547,1,2024-03-25,2024-03-26,0,1,Winter2023,Poland,"Nitzsche, Hoeger and Kemmer"
14029,2024-02-21,13,4,284,2,2024-03-20,2024-03-22,0,2,Winter2023,Germany,McKenzie LLC
73129,2024-02-22,19,6,664,1,2024-03-27,2024-04-10,0,14,Winter2023,France,Hilll-Waters
86963,2024-02-22,20,4,347,1,2024-02-23,2024-03-04,0,10,Winter2023,Germany,"Veum, Gusikowski and Thiel"
18436,2024-02-22,19,6,1227,1,2024-03-08,2024-03-11,0,3,Winter2023,Portugal,Kunde LLC
49453,2024-02-22,12,8,1060,1,2024-03-26,2024-04-04,0,9,Winter2023,Lithuania,"Stehr, McClure and Ferry"
71982,2024-02-22,17,6,700,1,2024-04-02,2024-04-08,0,6,Winter2023,France,"Johns, Kerluke and Botsford"
96790,2024-02-22,18,4,29,1,2024-03-22,2024-03-29,0,7,Winter2023,Germany,"Johnson, Legros and Rosenbaum"
82049,2024-02-22,18,4,53,2,2024-03-15,2024-03-19,0,4,Winter2023,Germany,Bailey Group
13235,2024-02-22,15,8,753,1,2024-04-02,2024-04-11,0,9,Winter2023,Sweden,Crona LLC
82232,2024-02-22,19,4,340,1,2024-03-27,2024-04-05,0,9,Winter2023,Germany,"Conroy, Leannon and Padberg"
47102,2024-02-22,17,6,974,2,2024-03-26,2024-04-02,0,7,Winter2023,Portugal,White-Leannon
88827,2024-02-22,10,6,998,2,2024-03-20,2024-03-22,0,2,Winter2023,France,Schultz-Mertz
77491,2024-02-22,23,6,1115,1,2024-04-03,2024-04-09,0,6,Winter2023,France,Nienow-Simonis
15660,2024-02-22,19,5,892,1,2024-03-20,2024-03-28,0,8,Winter2023,Czech Republic,"Murray, Windler and Bahringer"
10067,2024-02-22,16,5,1204,1,2024-03-07,2024-03-21,0,14,Winter2023,Czech Republic,Fay and Sons
14115,2024-02-22,16,5,538,1,2024-04-10,2024-04-23,0,13,Winter2023,Poland,Sauer Group
11767,2024-02-22,16,4,321,1,2024-04-01,2024-04-15,0,14,Winter2023,Belgium,Predovic-Leuschke
29377,2024-02-22,21,4,13,1,2024-03-22,2024-04-05,0,14,Winter2023,Germany,"Murray, Bahringer and Armstrong"
66046,2024-02-22,19,4,65,2,2024-03-12,2024-03-19,0,7,Winter2023,Germany,Aufderhar Group
81807,2024-02-22,16,8,1050,1,2024-03-22,2024-04-01,0,10,Winter2023,Norway,"McCullough, Hirthe and Carter"
9168,2024-02-23,18,6,531,1,2024-03-14,2024-03-25,0,11,Winter2023,France,Bosco and Sons
41295,2024-02-23,10,5,999,1,2024-03-29,2024-04-04,0,6,Winter2023,Poland,Zemlak LLC
80508,2024-02-23,17,5,857,1,2024-03-26,2024-03-27,0,1,Winter2023,Poland,"Cummerata, Schroeder and Paucek"
82105,2024-02-23,20,8,843,1,2024-04-01,2024-04-12,0,11,Winter2023,Lithuania,Rau-Osinski
51634,2024-02-23,13,4,463,2,2024-03-11,2024-03-20,0,9,Winter2023,Belgium,Brekke-Smith
47382,2024-02-23,19,4,138,2,2024-04-16,2024-04-22,0,6,Winter2023,Belgium,Leuschke-Mills
43122,2024-02-23,19,5,651,1,2024-03-27,2024-04-03,0,7,Winter2023,Czech Republic,"Toy, Sanford and Bartell"
73022,2024-02-23,14,4,330,1,2024-03-13,2024-03-14,0,1,Winter2023,Belgium,Jast Inc
97970,2024-02-23,19,6,804,1,2024-04-18,2024-04-29,0,11,Winter2023,France,Schultz Inc
76492,2024-02-23,15,5,794,2,2024-03-04,2024-03-05,0,1,Winter2023,Greece,Rohan Inc
32219,2024-02-23,20,8,705,1,2024-04-01,2024-04-11,0,10,Winter2023,Sweden,Kunde and Sons
60830,2024-02-23,20,4,20,1,2024-03-27,2024-04-08,0,12,Winter2023,Germany,Dooley Group
84794,2024-02-23,17,5,1149,1,2024-03-13,2024-03-27,0,14,Winter2023,Hungary,Okuneva Inc
39011,2024-02-23,17,4,62,1,2024-04-03,2024-04-16,0,13,Winter2023,Germany,"Rempel, Purdy and Deckow"
85329,2024-02-23,18,5,1111,1,2024-03-20,2024-03-29,0,9,Winter2023,Poland,Roberts Group
3245,2024-02-23,22,6,834,1,2024-03-14,2024-03-25,0,11,Winter2023,France,Swift-Herzog
995,2024-02-23,14,4,169,1,2024-04-04,2024-04-16,0,12,Winter2023,Germany,"Rohan, Heathcote and Harber"
31319,2024-02-23,24,4,362,1,2024-04-11,2024-04-15,0,4,Winter2023,Belgium,Turner LLC
59267,2024-02-23,19,5,1078,2,2024-04-04,2024-04-09,0,5,Winter2023,Czech Republic,"Grant, Rosenbaum and Schuster"
40118,2024-02-24,19,4,121,1,2024-03-18,2024-03-19,0,1,Winter2023,Germany,Gleason Group
71461,2024-02-24,18,6,770,1,2024-03-14,2024-03-21,0,7,Winter2023,France,"Cummerata, Murphy and Lindgren"
32835,2024-02-24,21,5,575,2,2024-04-01,2024-04-05,0,4,Winter2023,Hungary,"Wyman, Hoppe and Jacobi"
5298,2024-02-24,15,4,314,1,2024-03-26,2024-04-09,0,14,Winter2023,Germany,"O'Kon, Streich and Jacobs"
1283,2024-02-24,20,4,308,2,2024-03-28,2024-04-05,0,8,Winter2023,Germany,Kilback-Bins
74432,2024-02-24,18,4,375,2,2024-03-21,2024-03-26,0,5,Winter2023,Germany,Kreiger Group
88039,2024-02-24,20,4,158,1,2024-04-02,2024-04-10,0,8,Winter2023,Germany,Kutch LLC
10969,2024-02-24,19,4,220,1,2024-04-03,2024-04-11,0,8,Winter2023,Germany,Davis-Zemlak
75023,2024-02-24,16,8,952,1,2024-03-28,2024-04-09,0,12,Winter2023,Sweden,"Lowe, Kautzer and Romaguera"
82243,2024-02-24,21,8,1056,1,2024-04-09,2024-04-17,0,8,Winter2023,Sweden,Sawayn Group
10353,2024-02-24,20,6,1055,1,2024-04-03,2024-04-16,0,13,Winter2023,France,Reinger Inc
31559,2024-02-24,20,5,833,1,2024-03-13,2024-03-21,0,8,Winter2023,Greece,Stamm-Bogisich
24041,2024-02-24,23,4,202,1,2024-03-14,2024-03-20,0,6,Winter2023,Germany,Willms Group
83362,2024-02-24,19,6,629,1,2024-03-25,2024-03-26,0,1,Winter2023,France,Schroeder-Sanford
74235,2024-02-24,20,4,415,1,2024-03-27,2024-04-03,0,7,Winter2023,Germany,Berge LLC
88662,2024-02-24,15,5,640,1,2024-03-25,2024-03-28,0,3,Winter2023,Hungary,Greenfelder-Jones
75455,2024-02-24,17,5,801,1,2024-04-18,2024-04-22,0,4,Winter2023,Czech Republic,Feeney-Hills
237,2024-02-24,17,4,235,1,2024-03-27,2024-03-28,0,1,Winter2023,Germany,Graham Inc
73662,2024-02-24,18,8,548,1,2024-04-16,2024-04-22,0,6,Winter2023,Finland,"Predovic, Bernier and Gislason"
43560,2024-02-25,13,6,636,1,2024-03-08,2024-03-13,0,5,Winter2023,France,Howell-Keeling
80430,2024-02-25,19,6,1074,1,2024-03-26,2024-04-01,0,6,Winter2023,France,Bartoletti-Stehr
31613,2024-02-25,17,5,759,2,2024-04-04,2024-04-16,0,12,Winter2023,Czech Republic,Boyer LLC
19746,2024-02-25,21,4,276,1,2024-03-19,2024-04-01,0,13,Winter2023,Germany,Becker and Sons
53860,2024-02-25,23,4,232,1,2024-03-22,2024-04-01,0,10,Winter2023,Germany,Buckridge Group
49582,2024-02-25,18,8,828,1,2024-04-03,2024-04-17,0,14,Winter2023,Finland,Kemmer LLC
25061,2024-02-25,21,8,953,1,2024-04-03,2024-04-16,0,13,Winter2023,Sweden,"Feest, Sauer and Jast"
32786,2024-02-25,18,4,196,1,2024-04-04,2024-04-18,0,14,Winter2023,Germany,"Schneider, Green and Green"
10110,2024-02-25,20,4,441,1,2024-03-05,2024-03-11,0,6,Winter2023,Germany,"Lueilwitz, Ondricka and Altenwerth"
38313,2024-02-25,16,4,139,2,2024-04-03,2024-04-12,0,9,Winter2023,Germany,Bernhard-Bartell
76931,2024-02-25,16,5,1102,1,2024-03-14,2024-03-27,0,13,Winter2023,Greece,"O'Hara, McKenzie and Rutherford"
87622,2024-02-25,19,4,342,1,2024-03-25,2024-04-03,0,9,Winter2023,Germany,"Russel, Maggio and Rogahn"
91032,2024-02-25,22,4,101,1,2024-03-12,2024-03-26,0,14,Winter2023,Germany,Jakubowski-Greenfelder
71200,2024-02-25,23,5,505,1,2024-04-03,2024-04-04,0,1,Winter2023,Greece,Haley Group
5244,2024-02-25,18,4,141,1,2024-04-03,2024-04-04,0,1,Winter2023,Germany,Bayer-Nienow
37074,2024-02-25,12,4,343,1,2024-04-03,2024-04-08,0,5,Winter2023,Germany,"Terry, Brakus and Satterfield"
54694,2024-02-25,20,8,620,1,2024-04-08,2024-04-09,0,1,Winter2023,Estonia,"Von, Shields and Larson"
60656,2024-02-25,17,4,39,2,2024-04-02,2024-04-05,0,3,Winter2023,Germany,Hermiston Group
39643,2024-02-25,19,8,761,2,2024-03-18,2024-03-25,0,7,Winter2023,Sweden,Schmeler Inc
99034,2024-02-25,17,4,110,1,2024-03-13,2024-03-14,0,1,Winter2023,Germany,Reichel Inc
16167,2024-02-25,15,4,424,1,2024-03-26,2024-04-04,0,9,Winter2023,Germany,Schuster-Hilll
41003,2024-02-25,20,8,703,1,2024-03-21,2024-03-22,0,1,Winter2023,Sweden,"Thompson, Feil and Cremin"
86333,2024-02-26,15,5,1048,1,2024-04-04,2024-04-10,0,6,Winter2023,Czech Republic,Kiehn-Rohan
65139,2024-02-26,15,6,1075,1,2024-03-25,2024-03-26,0,1,Winter2023,France,Lemke and Sons
39146,2024-02-26,17,4,174,1,2024-03-20,2024-04-01,0,12,Winter2023,Germany,"Strosin, Boyle and Smitham"
64499,2024-02-26,16,4,448,1,2024-04-03,2024-04-05,0,2,Winter2023,Germany,"Koelpin, Nicolas and Strosin"
92250,2024-02-26,20,5,1098,1,2024-03-15,2024-03-28,0,13,Winter2023,Czech Republic,"Bartell, Shanahan and Jenkins"
67631,2024-02-26,21,6,1005,1,2024-03-13,2024-03-15,0,2,Winter2023,Spain,Lesch-Kemmer
11776,2024-02-26,18,5,856,1,2024-04-02,2024-04-03,0,1,Winter2023,Poland,Johns-Douglas
38941,2024-02-26,18,4,157,1,2024-03-21,2024-04-04,0,14,Winter2023,Germany,Koepp LLC
72898,2024-02-26,16,6,543,1,2024-03-22,2024-03-27,0,5,Winter2023,France,Pfannerstill LLC
80057,2024-02-26,15,4,245,2,2024-04-17,2024-04-22,0,5,Winter2023,Germany,Abernathy and Sons
10047,2024-02-26,22,7,667,1,2024-03-13,2024-03-27,0,14,Winter2023,United Kingdom,Moore-Bartoletti
51547,2024-02-26,22,4,138,1,2024-04-09,2024-04-18,0,9,Winter2023,Belgium,Leuschke-Mills
73508,2024-02-26,19,4,415,1,2024-04-01,2024-04-02,0,1,Winter2023,Germany,Berge LLC
1463,2024-02-26,16,4,136,2,2024-04-24,2024-05-02,0,8,Winter2023,Germany,"Gutmann, Schaefer and Morissette"
41710,2024-02-26,20,5,794,1,2024-04-01,2024-04-08,0,7,Winter2023,Greece,Rohan Inc
12215,2024-02-26,20,4,81,2,2024-04-12,2024-04-26,0,14,Winter2023,Germany,Bruen and Sons
73941,2024-02-26,21,4,283,2,2024-03-11,2024-03-21,0,10,Winter2023,Germany,"Auer, Witting and Schmidt"
23823,2024-02-26,20,5,670,1,2024-03-15,2024-03-22,0,7,Winter2023,Czech Republic,Schultz-Lindgren
2096,2024-02-27,19,5,766,1,2024-03-29,2024-04-12,0,14,Winter2023,Czech Republic,Kub and Sons
46040,2024-02-27,16,8,814,1,2024-02-28,2024-02-29,0,1,Winter2023,Sweden,"Metz, Mraz and Mohr"
75199,2024-02-27,15,4,76,1,2024-04-03,2024-04-17,0,14,Winter2023,Germany,Nicolas and Sons
56730,2024-02-27,16,4,420,1,2024-03-28,2024-04-09,0,12,Winter2023,Germany,O'Hara and Sons
14854,2024-02-27,18,4,481,1,2024-03-06,2024-03-07,0,1,Winter2023,Germany,Lesch-Carter
73390,2024-02-27,23,4,235,1,2024-04-05,2024-04-17,0,12,Winter2023,Germany,Graham Inc
18375,2024-02-27,17,4,303,1,2024-03-12,2024-03-13,0,1,Winter2023,Germany,"Bayer, Walsh and Leuschke"
78411,2024-02-27,15,6,1085,1,2024-03-25,2024-04-08,0,14,Winter2023,France,MacGyver-Lockman
22143,2024-02-27,17,4,401,1,2024-03-20,2024-03-21,0,1,Winter2023,Germany,Kling-Walker
65294,2024-02-27,20,4,23,2,2024-04-05,2024-04-16,0,11,Winter2023,Belgium,"Lockman, Anderson and Aufderhar"
15334,2024-02-27,21,4,454,1,2024-04-01,2024-04-08,0,7,Winter2023,Germany,McCullough-Purdy
73165,2024-02-27,16,4,179,1,2024-03-05,2024-03-11,0,6,Winter2023,Germany,DuBuque and Sons
78796,2024-02-27,20,5,1048,2,2024-03-20,2024-04-01,0,12,Winter2023,Czech Republic,Kiehn-Rohan
62120,2024-02-27,17,4,348,1,2024-04-05,2024-04-19,0,14,Winter2023,Germany,Daniel-Mueller
53153,2024-02-27,18,6,1122,2,2024-03-29,2024-04-09,0,11,Winter2023,Portugal,"Farrell, Weimann and Predovic"
26784,2024-02-27,18,4,288,1,2024-04-16,2024-04-30,0,14,Winter2023,Germany,Parker Group
43923,2024-02-27,20,5,545,1,2024-02-28,2024-03-12,0,13,Winter2023,Poland,"Effertz, Cummerata and Tromp"
41692,2024-02-28,8,8,677,1,2024-03-26,2024-03-27,0,1,Winter2023,Sweden,Lemke-Zieme
35592,2024-02-28,18,6,807,1,2024-03-26,2024-04-08,0,13,Winter2023,France,"Kuphal, Waelchi and Christiansen"
57164,2024-02-28,18,6,890,1,2024-04-08,2024-04-17,0,9,Winter2023,Croatia,"Heathcote, Fahey and Beier"
40699,2024-02-28,14,5,1194,1,2024-03-15,2024-03-18,0,3,Winter2023,Czech Republic,Oberbrunner-Haag
40482,2024-02-28,16,8,493,1,2024-04-01,2024-04-03,0,2,Winter2023,Sweden,"Roberts, Bergnaum and Metz"
86921,2024-02-28,16,4,365,2,2024-04-09,2024-04-16,0,7,Winter2023,Germany,"Harvey, Walker and Fadel"
47173,2024-02-28,16,8,497,1,2024-03-27,2024-04-01,0,5,Winter2023,Norway,"Douglas, Krajcik and Lindgren"
26866,2024-02-28,20,6,746,1,2024-03-20,2024-03-26,0,6,Winter2023,Croatia,Parisian-Donnelly
10957,2024-02-28,18,4,201,1,2024-04-09,2024-04-19,0,10,Winter2023,Belgium,Kautzer Inc
25183,2024-02-28,14,6,1161,1,2024-03-27,2024-04-05,0,9,Winter2023,France,Abbott-Schmitt
52845,2024-02-28,18,5,538,1,2024-04-11,2024-04-15,0,4,Winter2023,Poland,Sauer Group
72209,2024-02-28,19,8,971,1,2024-04-05,2024-04-17,0,12,Winter2023,Finland,McKenzie-McCullough
57734,2024-02-28,19,4,408,1,2024-04-15,2024-04-23,0,8,Winter2023,Germany,"Waters, Kihn and Keeling"
8947,2024-02-28,13,6,955,1,2024-02-27,2024-02-28,0,1,Winter2023,Slovenia,Kiehn and Sons
33721,2024-02-28,17,4,303,1,2024-03-27,2024-04-01,0,5,Winter2023,Germany,"Bayer, Walsh and Leuschke"
16206,2024-02-28,16,8,1132,1,2024-04-05,2024-04-15,0,10,Winter2023,Sweden,Ward-Rowe
3274,2024-02-28,20,8,872,1,2024-03-22,2024-03-26,0,4,Winter2023,Norway,Schmeler Group
19776,2024-02-28,16,4,218,1,2024-03-29,2024-04-04,0,6,Winter2023,Germany,Kshlerin Inc
97772,2024-02-28,18,6,824,1,2024-03-14,2024-03-18,0,4,Winter2023,France,Lockman-Little
65558,2024-02-28,24,4,174,2,2024-04-08,2024-04-17,0,9,Winter2023,Germany,"Strosin, Boyle and Smitham"
